number,value,datetime_start,datetime_complete,duration,params_colsample_bylevel,params_colsample_bynode,params_colsample_bytree,params_gamma,params_learning_rate,params_max_bin,params_max_depth,params_max_leaves,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_scale_pos_weight,params_subsample,state
10,0.32192083291166446,2026-04-14 14:05:54.804634,2026-04-14 14:05:57.535049,0 days 00:00:02.730415,0.7417523754273225,0.9961813327301685,0.7465802286477426,6.087825165646255,0.0736107157281104,134,6,249,22.107297066960665,954,0.09280038502578433,2.8426153307232247e-05,2.8642448107899625,0.628963476300746,COMPLETE
11,0.3216412775953573,2026-04-14 14:05:57.535459,2026-04-14 14:06:00.391279,0 days 00:00:02.855820,0.7263517044036213,0.9642924430091888,0.7826756207844494,6.322441891996555,0.06725124627588265,131,6,255,22.064229748611993,948,0.102850732793407,2.6178967185359545e-05,3.1000171331842115,0.6350997878956894,COMPLETE
12,0.3255246858695716,2026-04-14 14:06:00.391677,2026-04-14 14:06:03.786604,0 days 00:00:03.394927,0.3091982210024658,0.7794514053607521,0.9962512259075185,8.117864228285725,0.06356526186552694,246,6,250,21.382215245381573,1223,0.14373012734346022,1.1648450480971793e-05,3.023124337217472,0.6561174679610583,COMPLETE
13,0.6101038698293151,2026-04-14 14:06:03.786976,2026-04-14 14:06:03.861605,0 days 00:00:00.074629,0.3486474192102144,0.7704165468655233,0.979093109915352,9.329877492043227,0.014374440790085086,276,7,210,1.5299397690703813,1294,48.140878935555925,2.462888802553644e-06,1.6139170300485803,0.6789158265592636,PRUNED
14,0.6358376773299894,2026-04-14 14:06:03.861934,2026-04-14 14:06:04.422620,0 days 00:00:00.560686,0.30347946506440376,0.6954771034439046,0.9921172727619282,7.958774436019819,0.033733694637302275,245,5,216,18.340657158061187,1135,0.005520735347605025,0.002613398012244508,3.2825444429332844,0.6952860982252633,PRUNED
15,0.6347136413200931,2026-04-14 14:06:04.422979,2026-04-14 14:06:05.035990,0 days 00:00:00.613011,0.8507464815656135,0.8314602812244482,0.8227496039808404,4.489782436335486,0.009968231226239509,499,7,113,27.82601240966563,790,0.8411084150939464,3.3708307088132838e-06,3.5337381005726076,0.5836880263526633,PRUNED
16,0.6198485971814974,2026-04-14 14:06:05.036351,2026-04-14 14:06:05.118150,0 days 00:00:00.081799,0.40308295176675724,0.6344370076601448,0.669410837034608,7.44481473962488,0.036931158192594765,206,5,221,12.56352380757061,1482,8.318032713174084e-05,0.0006657406750879334,2.6688133795440376,0.7220700096712316,PRUNED
17,0.6363636968578136,2026-04-14 14:06:05.118518,2026-04-14 14:06:05.681804,0 days 00:00:00.563286,0.8408811657621367,0.7349074171376352,0.9340089798016392,9.96898640973156,0.04223817097104698,290,5,175,18.994797472821855,1153,0.007222766915843963,8.823303701732742e-07,1.7966288153587198,0.5226535695020998,PRUNED
18,0.635206302968563,2026-04-14 14:06:05.682160,2026-04-14 14:06:06.321443,0 days 00:00:00.639283,0.6114421480544474,0.8075562537292967,0.7434450737763447,4.990093806463503,0.017381890843899375,413,7,123,12.200321779167986,718,0.4898471787375696,1.213019180730276e-08,3.547586911016695,0.6141656053231529,PRUNED
19,0.6295801503561241,2026-04-14 14:06:06.321811,2026-04-14 14:06:06.614800,0 days 00:00:00.292989,0.4136874366741238,0.6142039500491774,0.8552398942405277,6.842087908693816,0.008845410491398096,189,6,230,24.333655780803053,1486,6.391103580755987,4.4463948595597394e-05,2.636172883295482,0.8500130289685514,PRUNED
20,0.32460550944732913,2026-04-14 14:06:06.615155,2026-04-14 14:06:10.050095,0 days 00:00:03.434940,0.6745927539755863,0.7481543731907188,0.6047951172166767,8.922191431744098,0.05674970990162109,298,6,194,12.166509868564017,860,0.0065138350373285065,0.004321455264130068,1.734078460640643,0.6686480178432997,COMPLETE
21,0.6363059086163506,2026-04-14 14:06:10.050484,2026-04-14 14:06:10.566967,0 days 00:00:00.516483,0.6556689177503627,0.7262725431198107,0.5811045306297818,8.808601332850833,0.05321546028876724,295,6,193,12.74977987243718,857,0.013462444971405616,0.006457536413450481,1.529491671887913,0.6763873247858583,PRUNED
22,0.6358901355079518,2026-04-14 14:06:10.567322,2026-04-14 14:06:11.092836,0 days 00:00:00.525514,0.7841664355252962,0.7912493416550591,0.6135749719638479,7.366558167711847,0.025253621555345263,223,5,142,18.490273549171903,1088,0.0015858281509586178,0.00038478550759436076,1.9272797014319838,0.5875277492484647,PRUNED
23,0.6422606596817964,2026-04-14 14:06:11.093177,2026-04-14 14:06:12.212897,0 days 00:00:01.119720,0.6653917615716426,0.7226003785144569,0.703947311693585,9.982835861660032,0.06260002884038038,346,7,198,14.514912002574373,621,0.15839021416740603,0.05501544491241188,2.220124944248239,0.7475153287081597,PRUNED
24,0.6202404140726488,2026-04-14 14:06:12.213252,2026-04-14 14:06:12.292799,0 days 00:00:00.079547,0.9052296361597353,0.9077468471581682,0.809934091300095,8.690522776744931,0.023551883272395057,301,6,243,25.331600079253988,827,0.6727545174283962,7.799266309721621e-05,1.2255357984595348,0.5020188073992402,PRUNED
25,0.6311246288658694,2026-04-14 14:06:12.293141,2026-04-14 14:06:12.646300,0 days 00:00:00.353159,0.8082735631806831,0.8201676902234107,0.6156836560808747,5.532386629366126,0.07974378732564527,414,8,175,10.598344723440444,1302,0.00010059550898337823,0.0033043936898927468,2.5510817368436403,0.6478698683834717,PRUNED
26,0.6372237956179249,2026-04-14 14:06:12.646662,2026-04-14 14:06:13.244764,0 days 00:00:00.598102,0.6934596848672226,0.7576584400174716,0.9146308991446542,4.3571728966440855,0.047578217427508354,262,5,233,20.210302410384706,1055,0.044630550554695614,5.703504027979343e-06,2.980530712531046,0.5579455607654269,PRUNED
27,0.6185457169263116,2026-04-14 14:06:13.245111,2026-04-14 14:06:13.315855,0 days 00:00:00.070744,0.9161187180933588,0.5000857820058864,0.7497585425798491,7.745987052429323,0.011202225328145115,168,4,107,16.59667862709182,1235,0.003979341774759116,0.03220734245914538,0.5840919979034143,0.7046037489336026,PRUNED
28,0.633579437465345,2026-04-14 14:06:13.316184,2026-04-14 14:06:13.610230,0 days 00:00:00.294046,0.7776331869032946,0.8530060925961073,0.5071694291632929,9.082575319021412,0.042557249195272026,397,6,207,13.917767314234737,1447,3.407155079816715,0.0006974210568733784,1.5623360291767434,0.6537854726556266,PRUNED
